customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
3210-QLD,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,118.36,2128.91,4,Yes
7588-XJZ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),106.6,1504.36,0,Yes
5637-GJG,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.23,1151.53,3,Yes
6032-VRQ,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,140.65,2405.41,3,Yes
3634-AQD,Female,1,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.69,842.45,4,Yes
4464-MPA,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,126.65,494.82,3,No
8426-SHR,Male,1,Yes,No,72,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),42.07,3027.98,4,No
6818-TZF,Female,0,No,No,40,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.89,3119.33,0,No
7748-ELI,Female,0,Yes,No,43,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,1936.0,3,No
9720-VPL,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),128.37,1532.86,4,Yes
1418-NQV,Male,1,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.31,1491.3,1,No
6775-ULX,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.67,2799.58,1,No
3657-HLU,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.22,5546.92,2,No
3351-HPJ,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.9,4522.56,1,No
3702-DZO,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),129.55,3361.23,2,No
5669-KFD,Male,1,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.52,266.21,0,No
4624-ICW,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),107.74,2600.42,3,No
1136-BCZ,Male,1,No,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,74.0,1694.3,0,No
4140-JON,Female,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.1,5228.25,2,No
3605-WMP,Female,0,No,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,86.12,857.97,2,No
9400-QCA,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.48,708.03,4,No
8408-ZXP,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.44,585.54,4,Yes
4376-YBY,Male,0,No,Yes,7,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.55,614.15,2,Yes
2037-GYS,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,98.91,2684.52,2,No
1992-QJF,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),39.64,1661.35,5,No
4686-YFE,Female,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),105.6,1252.59,2,No
2181-BRX,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.66,541.07,2,Yes
4129-WGU,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,127.06,1384.48,1,Yes
9678-WGP,Male,1,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,89.33,1777.19,2,No
2070-OKB,Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.05,2165.39,1,No
8807-YZO,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.42,841.59,3,Yes
8264-OLG,Male,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.31,408.42,0,No
8398-KTK,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.04,5408.84,3,No
4970-PEB,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,99.33,1482.16,3,Yes
2917-ZZG,Female,0,Yes,No,16,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.26,862.08,2,Yes
9644-OLJ,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.12,7845.73,1,No
3078-VQT,Female,0,No,No,51,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,95.32,4865.29,2,No
6779-KHO,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.87,4997.75,3,No
1353-QWF,Male,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),73.77,429.21,4,No
4636-MHK,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.29,5115.46,1,No
5272-VMC,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.99,1389.33,8,Yes
4420-UXG,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,97.76,575.39,1,Yes
7844-LDX,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.47,2689.27,3,No
4231-ZKN,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.11,510.9,3,Yes
4665-GEP,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.85,3393.69,2,No
7389-CPK,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47.57,61.65,3,No
6289-WWB,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.27,615.76,4,No
4408-JRL,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.85,84.16,1,Yes
5090-ZCT,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),106.66,6494.84,5,No
3981-BCQ,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),124.92,513.98,4,No
3389-WBX,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.16,2736.46,1,No
4713-UBE,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,102.35,2548.06,1,Yes
1454-VDN,Female,1,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),87.32,3322.25,1,No
7241-WLJ,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.26,3008.37,1,No
1984-ASW,Female,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),138.21,142.22,1,No
6983-NIU,Male,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.73,1379.72,5,Yes
7838-OZG,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),136.57,1370.88,1,Yes
9075-OOQ,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),109.8,7897.9,2,No
2825-LCG,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.16,3662.83,1,Yes
4770-EDO,Female,1,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.14,3379.3,3,Yes
9806-CMJ,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.03,587.57,1,No
4009-LXV,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,125.13,7020.89,2,No
3910-SSU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,83.42,95.08,2,Yes
7655-FBX,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),51.94,372.52,2,No
9762-IMW,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,96.78,2900.37,5,Yes
3866-KNP,Female,1,No,Yes,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),107.04,1917.38,2,No
7153-TPZ,Female,1,No,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.9,2229.39,3,No
8713-YPN,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,97.93,1378.61,0,Yes
2297-ZFG,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.88,192.06,0,Yes
6102-QMG,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.76,243.45,1,Yes
2826-TRG,Female,0,No,No,9,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.51,869.29,1,No
4860-QLP,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,88.52,1418.88,2,No
1137-WPT,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.17,2169.22,2,No
5849-OWK,Male,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.63,283.31,1,No
7405-AWG,Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,72.57,4222.54,5,No
6515-TDJ,Female,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,74.3,4,Yes
8092-BIJ,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,121.27,976.32,3,No
3355-KYN,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.86,187.77,1,No
3562-YAG,Female,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.3,929.6,2,No
2795-GPJ,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.63,212.85,2,Yes
8502-PFD,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.67,3492.92,6,Yes
2027-XWD,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.11,90.35,1,No
1469-VQM,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,94.14,1605.64,1,Yes
8905-TFV,Female,0,No,No,14,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.88,1018.64,2,Yes
3912-HRU,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.08,290.4,2,Yes
5142-JHZ,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.82,956.32,2,No
6259-YKM,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,102.9,1334.33,4,No
8854-QVV,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,104.69,621.68,2,No
7417-HFK,Female,1,Yes,No,44,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.82,3718.02,1,No
7504-ZEG,Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,108.55,3034.84,0,No
7842-OUV,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.39,66.39,3,Yes
7098-MAA,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.38,1887.69,1,Yes
1181-NIX,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,84.15,673.12,2,No
3667-RIH,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.4,5920.48,0,No
7173-NIT,Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.93,3514.09,3,No
3364-AMY,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.12,1193.4,1,No
4305-HGX,Male,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,96.68,288.03,1,Yes
2451-QYL,Female,1,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,97.96,6557.68,3,No
7703-JYL,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,109.73,434.52,1,Yes
9501-TMB,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.29,579.93,0,No
4411-GAY,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.36,1500.01,3,Yes
3044-TLE,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.69,748.07,3,Yes
1988-CTE,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),151.24,8167.68,3,No
8872-PIJ,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,49.11,2264.42,2,No
4005-TYD,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,119.61,491.78,4,Yes
7628-MYC,Male,0,No,No,25,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,87.27,2187.6,4,Yes
2572-PSS,Female,0,No,No,2,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.84,192.17,2,Yes
8952-RRY,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,104.06,3339.0,4,Yes
4111-RIS,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,124.6,4242.41,1,No
5649-BQY,Female,1,No,No,11,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.61,1044.73,3,Yes
8799-MKP,Male,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.4,3764.21,1,No
9614-CPS,Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.72,1326.74,1,No
2633-NZT,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,102.54,1848.91,1,No
7353-KIS,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.69,613.57,2,No
8507-JZC,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),97.5,305.36,1,Yes
9503-HFT,Female,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,73.06,1390.21,3,Yes
1435-XFB,Female,1,No,Yes,5,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),95.06,466.95,1,No
3930-GKK,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,117.71,3181.95,2,No
9995-TPE,Female,0,No,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.73,1985.64,4,Yes
4415-GYP,Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,97.93,869.69,4,No
2006-EAT,Female,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.1,876.26,1,No
8669-VIZ,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.01,1864.31,0,Yes
3748-UEV,Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),95.61,1708.79,2,No
3661-CFH,Male,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.44,2971.64,6,Yes
7459-FPP,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,103.7,1047.8,2,No
7501-FVS,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.29,501.11,2,No
4358-TOS,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.28,537.32,1,No
5698-HMV,Male,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.5,249.56,2,Yes
1794-OLO,Male,1,Yes,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.41,1904.72,0,No
1589-GQZ,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,96.47,2016.5,0,No
9932-TJS,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,899.81,0,No
8377-YXJ,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,96.39,2313.2,5,No
5033-FCS,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,52.08,1264.37,1,No
7244-GGJ,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),118.65,2247.97,0,No
3400-KWG,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.71,1582.35,2,Yes
8500-PMB,Female,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.13,106.47,1,No
5306-SSR,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),114.2,2273.61,3,Yes
7783-FBS,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),73.17,2348.72,0,No
1153-FTW,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),117.66,819.34,1,Yes
4381-OFC,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,96.47,3673.86,2,No
1970-HYV,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,118.43,2719.85,1,No
1945-QSS,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,117.28,816.51,2,Yes
9191-XUQ,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),65.07,311.52,2,No
3886-EZP,Male,1,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),85.5,677.82,2,No
4461-NZT,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,94.99,3405.27,3,No
7360-RRM,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,115.77,918.45,5,Yes
9428-LCV,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.44,1076.6,3,No
9356-UAD,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.78,1706.64,1,Yes
1569-AMN,Female,0,No,No,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.21,1717.64,1,Yes
9878-QLG,Female,1,No,Yes,48,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),107.61,5150.59,4,No
3038-SWC,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.07,2124.25,5,No
3225-ZDZ,Female,1,No,No,20,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),96.2,1937.56,0,No
1363-WLQ,Male,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.54,28.55,4,Yes
